10FTHFtm,0.49823723296181
1MNCAMti,0.258966394389453
2DR1PP,-0.0054462362942587
2HBO,-0.605673203253583
2HBt2,-0.56117137255824
2HCO3_NAt,-0.00520963839451763
2MCITt,0.212128697600432
2OXOADOXm,0.104692802336755
34DHPHEt,-0.181385584679791
34DHPLACOX,0.482295437960132
34DHPLACOX_NADP_,0.482268213871295
34DHXMANDACOX,-0.637578076156044
34DHXMANDACOX_NADP_,-0.637543001043408
34HPPOR,-0.0754403460019662
35CGMPtn,-0.284359749153292
3HBCOAHLm,-0.0612478440825808
3HLYTCL,0.293003067526892
3MLDAt,0.144182544827124
3MOBt2im,0.327901477440305
3MOPt2im,0.327820157373695
3MOX4HOXPGALDOX,0.358334151041414
3MOX4HOXPGALDOX_NADP_,0.358360736280262
3SALAASPm,0.634098810259201
41R2A1H12BOOX,0.0500886065692796
42A12BOOX,0.153733701608942
4HOXPACDOX_NADP_,0.282040400798648
5ADTSTSTERONESULT,0.181775098793953
5HLTDL,0.463509191889432
5HOXINDACTO2OX,-0.73934069982645
5HOXINOXDA,-0.00908931503883715
5HTRPVESSEC,-0.358181182332564
5MTHFt,-0.00250175935419576
5MTHFt2,-0.0926733445131389
5THFtm,0.273306167825856
6THFtm,-0.0666939926211881
7THFtm,-0.10978350608799
ABUTt2rL,0.119951317072409
ABUTt4_2_r,-0.0809135743450132
ACACT10m,0.152912704292244
ACACT1rm,0.0440727288716491
ACACT1x,-0.0715976517302776
ACACt2m,0.133913659298829
ACACtx,0.136179058186135
ACALDtm,0.441528063235419
ACCOACm,-0.236356497300774
ACCOALm,0.0315756831900313
ACCOAtr,0.16612701766909
ACETONEt2,-0.105505318578915
ACETONEt2m,-0.115421406147923
ACGAM6PSi,0.0735171163504225
ACGAMK,0.209325824324396
ACGAMPM,0.0283649443689695
ACGAMtly,-0.0883081009615639
ACGSm,-0.155281099798916
ACHVESSEC,0.246945243544069
ACNMLr,-0.0788055500000686
ACOAD10m,0.589870140476073
ACOAD8m,0.106980193607627
ACOAD9m,0.576380558755779
ACONTm,0.11391459572067
ACRNtm,0.00441374024089829
ACSm,-0.268090182162772
ACt2m,0.544412606286229
ACt2r,-0.38472662935111
ACTNMO,0.129939403642258
ADA,-0.196017620424985
ADAe,0.170903588580212
ADCim,0.132159908080569
ADEt,-0.813890473162899
ADK1m,0.122689342075505
ADK3,-0.0772709347796945
ADKd,-0.00601237941432848
ADMDC,0.146028347587124
ADNCYC,-0.181472585088356
ADNK1m,-0.110285324044924
ADNt,0.00460551245048565
ADNt4,0.20464526524875
ADNtl,-0.0515361524012763
ADNtm,-0.0534261638611849
ADPRIBt,-0.337859792040336
ADPtx,0.196882278656372
ADRNLPVESSEC,0.368180288039408
ADRNt,-0.0798869678892966
ADSK,0.204234740454104
ADSL1,0.0725171505802012
ADSL2,0.0550501794703696
AGPAT1,0.291533897879381
AGTim,0.117732534040367
AGTix,0.0935665080472075
AIRCr,0.0550501794703696
AKGDm,0.156676497407789
AKGMALtm,0.0378443473985533
AKGt4_3,0.577802161034033
AKGtp,-0.033203073961423
AKR1C41,-0.95549104512766
AKR1C42,-1.02346423955434
ALAASNNaEx,0.256573064105581
ALACYSNaEx,0.479790050299827
ALADGLNexR,0.145470243256549
ALADGLYexR,0.0928119969097154
ALAGLNexR,-0.409064137660091
ALAGLNNaEx,0.0328677247728417
ALAGLYexR,-0.0592878253092245
ALASERNaEx,0.263103793601907
ALASm,0.0428418068902
ALAt4,0.00143120613160688
ALATA_L,-0.204894394908614
ALATHRNaEx,0.316114666393706
ALAtN1,-0.00712585931167154
ALCD21_D,0.0402702458519942
ALCD21_L,0.226204652139066
ALDD20xm,0.790902170656235
ALDD2xm,0.441528063235419
ALDD2y,-0.483178757073255
ALR2,0.331026942124497
ALR3,0.226204652139066
AMETt2m,-0.0403536186066063
APRTO2,0.153018107079309
ARACHDCOAtx,0.24611763129347
ARACHDt2,-0.178092066334588
ARACHDtr,0.204815397821707
ARACHt,-0.0612814738864262
ARGDCm,0.0775143528936471
ARGLYSex,0.384302021587172
ARGt4,0.0976509424138875
ARGtm,-0.0142469971044494
ASCBt,0.00450193525605514
ASCBt4,0.004431519950755
ASNALANaEx,-0.33558244599288
ASNCYSNaEx,-0.473132318707056
ASNGLNNaEx,-0.535387165394357
ASNNm,-0.243856317796895
ASNS1,-0.0610929996495481
ASNSERNaEx,0.0334974773952112
ASNt4,-0.0877995003508661
ASNTHRNaEx,0.137462853355961
ASNtm,-0.243856326630044
ASNtN1,-0.00288572739979607
ASPCTr,0.174075582078318
ASPDt6,-0.195842250088108
ASPGLUm,-0.719662616147519
ASPt6,0.0700403046710439
ASPTAm,0.000152529695534171
ATP1ter,0.292074265342974
ATP2ter,-0.027076257722073
ATPasel,-0.0818630728651676
ATPH1e,0.150046484118894
ATPH2e,-0.121061867835887
ATPtm,0.103607584995036
ATPtn,0.204410988239769
ATPtx,0.196882278656372
BALAVECSEC,0.335535758032285
BAMPPALDOX,0.00164711885287732
BDHm,-0.477674702811754
BHBt,-0.0938693724989541
BHBtm,-0.477674707300511
BILDGLCURt,0.022002904069675
BILDGLCURte,0.496043601080433
BILDGLCURtr,0.385940633788648
BILGLCURt,0.0303848094736453
BILGLCURte,0.241504781221477
BILGLCURtr,0.184704001325626
BILIRUBt2,0.00103316239088111
BILIRUBtr,0.00353093755827314
BPNT2,0.34160446276951
BTNt2,-0.224722785058398
BTNt3i,0.275417211017571
BTNt4i,-0.136348372143682
BUP2,-0.064490927517008
C14STRr,0.102907890573831
